t xx yy zz xxIn yyIn zzIn xxOut yyOut zzOut wptRefX wptRefY wptRefZ
102 0.287471545063242 0.420258701612091 0.00880196585667667 0.262483225471697 0.367723155875738 -0.0452847412366485 0.312459864654788 0.472794247348444 0.0628886729500018 0.265932282777 0.423414715116 0
103 0.283710323125515 0.422272581914879 0.0091409186888797 0.257993073673349 0.36855301716385 -0.0450193893777066 0.309427572577681 0.475992146665908 0.063301226755466 0.261688164272 0.426050824058 0
104 0.279430732379273 0.424745273273333 0.00975882266108696 0.254450970459159 0.372525963527988 -0.0443088796004811 0.304410494299386 0.476964583018679 0.063826524922655 0.257425530753 0.428639820965 0
105 0.272868649449939 0.428162555398939 0.00970530274535878 0.246722423932667 0.374578503054754 -0.0448412329883878 0.299014874967212 0.481746607743125 0.0642518384791054 0.253121659314 0.431195345043 0
106 0.269301530735333 0.430037212777333 0.0101018725950951 0.24229892332181 0.376711026031447 -0.0443383193356467 0.296304138148856 0.48336339952322 0.0645420645258371 0.248796970782 0.433705046465 0
107 0.264922735871727 0.432476052002364 0.0103985433758906 0.239155660321617 0.378998861717481 -0.0442863296582389 0.290689811421837 0.485953242287246 0.0650834164100201 0.244442825396 0.436173939057 0
108 0.259298704620485 0.435009501722424 0.0102164756388973 0.233623731644106 0.383122007876116 -0.0425527074384776 0.284973677596863 0.486896995568733 0.0629856587162722 0.240072548486 0.438594541078 0
109 0.255385150406788 0.437001656749394 0.00990636976129497 0.229477313267927 0.384308406463835 -0.0431838514612423 0.281292987545648 0.489694907034953 0.0629965909838323 0.235676569302 0.440972283349 0
110 0.251695466395273 0.438794568023545 0.0101005671168644 0.226341809641019 0.386554722392474 -0.0433806752822714 0.277049123149526 0.491034413654617 0.0635818095160001 0.231253396531 0.44330786886 0
111 0.247372767998606 0.440904989271 0.0101118357603518 0.220346796655961 0.388354611828042 -0.0437026342899155 0.274398739341252 0.493455366713957 0.0639263058106191 0.226810692581 0.445597250587 0
112 0.241295682861485 0.443821010080121 0.0101825850869427 0.214718364123298 0.390004317687219 -0.0440214898743456 0.267873001599671 0.497637702473024 0.0643866600482311 0.222342977688 0.447843276463 0
113 0.234684057052606 0.44687104534497 0.0107399402914273 0.209120456087113 0.392608555840481 -0.0434792194225048 0.260247658018099 0.501133534849458 0.0649591000053594 0.217860695799 0.450040795069 0
114 0.230308156032758 0.448701054420818 0.0107745393274436 0.204476486601346 0.394819750650957 -0.0429889201692032 0.256139825464169 0.502582358190679 0.0645379988240905 0.213345808604 0.452198591275 0
115 0.226436830449333 0.450446361245151 0.0109306619417105 0.200306249464628 0.39686860271202 -0.0432626318866793 0.252567411434038 0.504024119778283 0.0651239557701002 0.208811177186 0.454310347981 0
